country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Equatorial Guinea,2020,GNQ,1716479,19743252847,0,0,6.39,0.876,15.885,8.598,1.698,24.61,5.009,0.436,0.366,3.722,0.324,0.272,,,,,,0,134.875,98.378,,44.827,64.376,-103.641,25.673,,13696.714,1.191,0.813,0.474,4.606,2.683,6.438,8.091,2.209,1.287,4.633,2.699,0.051,0.03,0.971,0.566,,,23.51,0,0.018,0.022,,0,0.008,0.004,,0.242,0.026,-0.012,0.004,,0.203,0.061,0.049,0.009,,0.025,0,0,0,0,13.889,11.05,,
Eritrea,2019,ERI,3240194,,0.07,0.022,0.645,0.028,4.617,9.257,0.6,6.931,2.857,,3.578,0.199,,0.249,,,,,,1.075,15.589,119.777,,0,,222.028,14.514,,798.517,,0,0,,,0.642,3.351,8.612,2.658,4.575,1.412,1.629,0.503,0.575,0.177,,,2.587,0.004,0.002,0.022,,0.003,0.001,0.005,,0,,0.025,0.003,,0,,0.176,0.005,,0.019,0,0,0,0,10.858,2.08,,
Eritrea,2020,ERI,3291277,,0.062,0.019,0.641,-0.004,-0.569,9.532,0.275,2.973,2.896,,3.757,0.195,,0.253,,,,,,1.137,16.23,129.309,,0,,230.919,15.093,,770.878,,0,0,,,0.639,3.339,8.891,2.701,4.613,1.402,1.638,0.498,0.579,0.176,,,2.537,0.004,0.002,0.024,,0.003,0.001,0.005,,0,,0.026,0.003,,0,,0.197,0.005,,0.019,0,0,0,0,10.989,2.103,,
Estonia,2019,EST,1326822,37723175050,0.295,0.223,12.288,-5.513,-30.968,10.934,-5.767,-34.532,8.241,0.29,0.174,9.261,0.326,0.196,7.776,5.86,15.255,11.497,0.404,22.142,1619.846,1754.535,1159.628,2.842,71.339,219.622,361.744,2.151,47301.492,1.664,0,0,0.882,0.665,11.04,12.924,-1.354,-1.021,2.841,2.141,1.744,1.314,3.255,2.453,0.06,0.08,62.761,0.018,0.033,0.026,0.053,0.053,0.097,0.069,0.15,0.016,0.03,0.025,0.062,0.017,0,0.012,-0.028,0.026,0.018,0.066,0,0.001,0.001,0,17.148,14.648,2.967,24.145
Estonia,2020,EST,1329675,37515273353,0.02,0.015,9.198,-3.09,-25.145,8.212,-2.722,-24.892,6.176,0.219,0.14,6.918,0.245,0.157,5.277,3.968,12.932,9.726,0.345,22.163,1629.044,1762.748,1164.904,2.842,72.145,218.636,364.773,2.218,44171.176,1.566,0,0,0.806,0.606,7.868,9.884,-0.986,-0.741,1.754,1.319,1.739,1.308,3.029,2.278,0.05,0.066,58.733,0.001,0.026,0.021,0.037,0.051,0.096,0.068,0.148,0.015,0.029,0.025,0.062,0.017,0,0.011,-0.022,0.028,0.016,0.065,0,0.001,0.001,0,13.143,10.462,3.734,40.597
Eswatini,2019,SWZ,1179885,9177836965,0,0,1.099,0.084,8.303,1.897,0.149,8.494,1.608,0.207,0.275,0.932,0.12,0.159,0.176,0.149,,,,0,39.531,183.418,20.07,0,,295.853,19.461,,5847.509,0.752,0,0,,,,1.545,0.798,0.676,1.174,0.995,0.517,0.438,0.923,0.783,,,6.899,0,0.003,0.005,0.001,0,0.002,0.007,0.003,0,,0.033,0.003,,0,,0.016,0.007,,0.009,0,0,0,0,1.823,,,
Eswatini,2020,SWZ,1192734,9034694873,0,0,0.989,-0.11,-10,1.414,-0.483,-25.462,1.186,0.157,0.207,0.829,0.109,0.145,0.142,0.119,,,,0,40.52,184.832,20.212,0,,296.278,20.308,,5728.297,0.756,0,0,,,,1.373,0.425,0.356,1.156,0.969,0.494,0.414,0.847,0.71,,,6.832,0,0.003,0.004,0.001,0,0.002,0.007,0.003,0,,0.033,0.003,,0,,0.009,0.008,,0.008,0,0,0,0,1.637,,,
Ethiopia,2019,ETH,115737384,2.21885E+11,3.371,0.029,17.177,1.06,6.576,268.303,14.261,5.614,2.318,1.209,3.368,0.148,0.077,0.216,1.495,0.013,21.514,0.186,0.097,33.178,243.22,6154.43,9.548,0.011,,7788.675,200.484,,688.227,0.359,0,0,,,0.469,1.989,251.126,2.17,113.102,0.977,49.165,0.425,12.311,0.106,,,79.654,0.209,0.046,0.639,0.01,0.079,0.015,0.242,0.001,0,,0.881,0.035,,0,,5.138,0.1,,0.5,0.004,0.003,0.008,0.001,230.209,54.25,4.337,25.247
Ethiopia,2020,ETH,118917670,2.3786E+11,3.797,0.032,16.735,-0.442,-2.574,273.258,4.954,1.847,2.298,1.149,3.984,0.141,0.07,0.244,1.7,0.014,20.954,0.176,0.088,36.975,259.955,6427.688,11.248,0.011,,8045.198,211.721,,576.793,0.288,0,0,,,0.46,2.051,256.523,2.157,118.374,0.995,52.185,0.439,11.237,0.094,,,68.591,0.234,0.048,0.689,0.012,0.085,0.015,0.249,0.001,0,,0.906,0.036,,0,,5.68,0.103,,0.505,0.004,0.003,0.008,0.001,243.9,54.661,4.219,25.211
Europe,2019,,750809114,,110.076,0.147,5437.201,-176.646,-3.147,5640.446,-302.309,-5.087,7.516,0.227,0.186,7.245,0.219,0.179,1341.799,1.788,5880.52,7.836,0.236,8913.104,527716.438,667490.938,283368.281,2685.631,80374.891,152213.734,150273.172,2101.344,40632.203,,93.562,0.125,1870.941,2.493,8.371,9.61,212.361,0.283,1072.109,1.428,410.171,0.546,1958.605,2.61,0.083,62.218,30507.029,6.813,14.661,13.438,9.126,21.318,31.735,26.259,36.625,14.827,33.828,17.225,25.958,16.491,21.638,24.702,4.345,15.89,14.286,22.972,0.046,0.292,0.358,0.019,7214.96,6285.251,443.318,8.153
Europe,2020,,750844584,,107.212,0.143,5025.675,-411.526,-7.569,5146.783,-493.663,-8.752,6.858,0.219,0.181,6.697,0.214,0.176,1171.946,1.562,5448.267,7.26,0.232,9020.316,532742.125,672637.625,284540.25,2772.228,82189.891,152344.031,152058.953,2160.471,38125.156,,86.597,0.115,1815.007,2.419,7.791,8.916,130.305,0.174,1051.772,1.401,405.939,0.541,1785.785,2.38,0.079,59.128,28626.066,6.602,14.294,12.972,8.214,20.767,31.374,26.055,36.11,14.974,33.53,17.152,25.78,16.422,21.649,24.133,2.885,16.335,14.283,22.805,0.046,0.295,0.36,0.02,6694.438,5849.686,422.592,8.409
Europe (GCP),2019,,,,,,5437.201,,,,,,,,,,,,,,5975.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe (GCP),2020,,,,,,5025.676,,,,,,,,,,,,,,5541.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe (excl. EU-27),2019,,,,36.52,0.121,2532.252,-32.112,-1.252,2787.95,-97.65,-3.384,9.199,0.339,0.212,8.356,0.308,0.193,600.431,1.981,2270.972,7.493,0.276,2943.471,239891.203,362965.031,123962.094,1958.638,48873.855,132489.609,61326.652,826.496,,,72.171,0.238,1093.098,3.607,,,264.814,0.874,612.796,,166.691,,705.494,2.328,0.081,24.539,,2.26,6.828,6.642,4.084,7.04,14.426,14.279,16.022,10.813,20.57,14.993,10.594,6.486,16.691,14.432,5.419,5.724,5.634,12.06,0.025,0.155,0.188,0.008,3617.823,3075.863,-261.281,-10.318
Europe (excl. EU-27),2020,,,,36.804,0.122,2398.624,-133.628,-5.277,2595.723,-192.227,-6.895,8.576,0.334,0.207,7.924,0.308,0.191,560.099,1.85,2171.884,7.175,0.279,2980.274,242289.828,365560.781,124522.203,2026.136,49930.938,132695.906,61980.168,850.123,,,67.498,0.223,1057.078,3.492,,,206.297,0.682,604.04,,166.547,,653.518,2.159,0.078,23.628,,2.266,6.822,6.543,3.926,6.861,14.269,14.16,15.803,10.944,20.37,14.94,10.508,6.462,16.874,14.055,4.568,5.978,5.708,11.98,0.025,0.156,0.189,0.008,3413.589,2931.478,-226.74,-9.453
Europe (excl. EU-28),2019,,,,32.071,0.136,2167.499,-17.135,-0.784,2412.595,-69.911,-2.816,10.225,0.432,0.221,9.186,0.388,0.198,575.918,2.441,1746.237,7.401,0.312,2427.723,161412.234,284797.312,67160.352,1675.1,41998.91,129210.75,47433.477,716.682,,,67.888,0.288,933.777,3.957,,,254.213,1.077,567.109,,136.407,,536.498,2.274,0.09,21.346,,1.985,5.844,5.748,3.917,5.806,9.707,11.204,8.68,9.248,17.676,14.622,8.194,5.625,15.701,12.329,5.202,4.353,4.901,9.535,0.022,0.12,0.149,0.007,3163.829,2688.266,-421.262,-19.435
Europe (excl. EU-28),2020,,,,32.904,0.14,2072.361,-95.138,-4.389,2260.292,-152.304,-6.313,9.604,0.415,0.214,8.806,0.381,0.196,537.289,2.283,1701.992,7.232,0.313,2460.627,163484.594,287057.562,67697.641,1739.155,42906.566,129407.883,47943.016,737.599,,,64.056,0.272,907.658,3.857,,,197.129,0.838,559.512,,137.614,,509.537,2.165,0.089,20.917,,2.026,5.894,5.697,3.766,5.665,9.628,11.119,8.591,9.394,17.504,14.57,8.128,5.607,16.014,12.069,4.365,4.661,5.053,9.487,0.023,0.121,0.15,0.007,3001.816,2583.451,-370.369,-17.872
European Union (27),2019,,447369201,,73.556,0.164,2904.949,-144.535,-4.74,2852.496,-204.659,-6.694,6.376,0.171,0.165,6.493,0.174,0.168,741.368,1.657,3609.548,8.068,0.217,5969.634,287825.219,304525.844,159406.188,726.993,31501.031,19724.111,88946.523,1274.848,38573.789,,21.391,0.048,777.843,1.739,7.174,8.041,-52.453,-0.117,459.314,1.027,243.479,0.544,1253.112,2.801,0.084,37.679,17256.725,4.553,7.833,6.796,5.042,14.278,17.309,11.98,20.603,4.014,13.258,2.232,15.365,10.005,4.947,10.27,-1.073,10.166,8.651,10.913,0.021,0.138,0.17,0.011,3597.138,3209.388,704.599,24.255
European Union (27),2020,,447777523,,70.408,0.157,2627.051,-277.898,-9.566,2551.06,-301.436,-10.567,5.697,0.162,0.16,5.867,0.167,0.165,611.848,1.366,3276.383,7.317,0.209,6040.042,290452.281,307076.875,160018.031,746.091,32258.959,19648.119,90078.789,1310.348,35620.055,,19.099,0.043,757.929,1.693,6.517,7.327,-75.992,-0.17,447.732,1,239.392,0.535,1132.267,2.529,0.079,35.5,15949.86,4.335,7.472,6.43,4.289,13.906,17.105,11.895,20.308,4.03,13.16,2.212,15.272,9.96,4.775,10.078,-1.683,10.357,8.575,10.825,0.021,0.139,0.171,0.011,3280.848,2918.208,649.331,24.717
European Union (28),2019,,,,78.005,0.152,3269.703,-159.511,-4.652,3227.851,-232.399,-6.716,6.274,0.167,0.166,6.355,0.17,0.168,765.881,1.489,4134.282,8.036,0.214,6485.382,366304.188,382693.562,216207.938,1010.531,38375.977,23002.975,102839.695,1384.662,,,25.674,0.05,937.164,1.822,,,-41.852,-0.081,505,,273.764,,1422.107,2.764,0.079,40.871,,4.828,8.816,7.69,5.209,15.511,22.028,15.055,27.944,5.579,16.151,2.603,17.765,10.867,5.938,12.373,-0.856,11.538,9.384,13.438,0.024,0.173,0.209,0.013,4051.131,3596.985,864.58,26.442
European Union (28),2020,,,,74.308,0.144,2953.314,-316.388,-9.676,2886.491,-341.36,-10.575,5.603,0.16,0.161,5.733,0.164,0.165,634.657,1.232,3746.275,7.272,0.208,6559.689,369257.5,385580.062,216842.594,1033.072,39283.328,22936.15,104115.945,1422.872,,,22.541,0.044,907.35,1.761,,,-66.824,-0.13,492.259,,268.325,,1276.248,2.478,0.074,38.21,,4.575,8.4,7.275,4.448,15.102,21.746,14.935,27.519,5.58,16.026,2.582,17.652,10.815,5.635,12.065,-1.48,11.674,9.23,13.318,0.023,0.174,0.211,0.013,3692.622,3266.235,792.96,26.85
Faroe Islands,2019,FRO,51868,,,,0.74,0.015,2.02,,,,,,,14.269,,0.232,,,,,,,29.957,,,0,,,29.719,,61618.391,,0,0,,,,,,,,,,,0.74,14.269,,,3.196,,0.002,,,,0.002,,,0,,,0.005,,0,,,0.006,,0.001,,0,0,,,,,
Faroe Islands,2020,FRO,52615,,,,0.758,0.018,2.475,,,,,,,14.415,,0.231,,,,,,,30.715,,,0,,,30.477,,62371.746,,0,0,,,,,,,,,,,0.758,14.415,,,3.282,,0.002,,,,0.002,,,0,,,0.005,,0,,,0.007,,0.001,,0,0,,,,,
Fiji,2019,FJI,914906,,0,0,1.509,0.029,1.973,1.152,-0.353,-23.482,1.259,,0.161,1.65,,0.211,,,,,,1.267,47.392,94.794,,0,,80.61,44.234,,7821.997,,0,0,,,2.201,2.509,-0.358,-0.391,0.867,0.947,0.226,0.247,1.509,1.65,,,7.156,0,0.004,0.003,,0.003,0.003,0.004,,0,,0.009,0.008,,0,,-0.007,0.012,,0.008,0,0,0,0,2.295,2.014,,
Fiji,2020,FJI,914971,,0,0,1.37,-0.139,-9.223,1.207,0.056,4.84,1.32,,0.236,1.498,,0.268,,,,,,1.267,48.762,96.002,,0,,80.448,45.605,,5580.694,,0,0,,,2.054,2.462,-0.163,-0.178,0.807,0.883,0.218,0.239,1.37,1.498,,,5.106,0,0.004,0.003,,0.003,0.003,0.004,,0,,0.009,0.008,,0,,-0.004,0.013,,0.008,0,0,0,0,2.253,1.879,,
Finland,2019,FIN,5521754,2.20174E+11,0.583,0.106,42.444,-3.292,-7.198,70.69,-3.041,-4.125,12.802,0.321,0.216,7.687,0.193,0.13,15.257,2.763,56.586,10.248,0.257,47.425,3151.327,6435.301,1234.071,2.539,232.811,3460.695,1607.47,27.011,59218.777,1.485,0.065,0.012,4.314,0.781,9.18,16.441,28.246,5.115,7.283,1.319,7.646,1.385,21.648,3.92,0.104,0.577,326.992,0.036,0.114,0.168,0.104,0.113,0.19,0.253,0.16,0.014,0.098,0.392,0.278,0.212,0.015,0.057,0.578,0.176,0.132,0.236,0,0.003,0.004,0,90.783,50.689,14.142,33.318
Finland,2020,FIN,5529616,2.14989E+11,0.57,0.103,37.72,-4.724,-11.13,66.031,-4.659,-6.591,11.941,0.307,0.21,6.821,0.175,0.12,11.853,2.143,51.133,9.247,0.238,47.995,3189.048,6501.332,1245.924,2.616,237.193,3489.006,1627.73,27.59,56776.078,1.46,0.076,0.014,4.382,0.792,8.234,15.492,28.311,5.12,7.145,1.292,7.283,1.317,20.261,3.664,0.105,0.579,313.95,0.035,0.107,0.166,0.083,0.11,0.188,0.252,0.158,0.014,0.097,0.393,0.276,0.21,0.019,0.058,0.627,0.185,0.14,0.234,0,0.003,0.004,0,85.664,45.531,13.413,35.56
France,2019,FRA,65729460,2.64445E+12,6.807,0.104,316.321,-6.781,-2.099,327.642,18.112,5.851,4.985,0.124,0.12,4.812,0.12,0.116,29.426,0.448,442.643,6.734,0.167,694.269,38629.059,34434.469,19060.805,168.218,3503.811,-3873.784,15067.897,134.056,41554.387,1.033,2.515,0.038,86.387,1.314,5.342,6.285,11.322,0.172,71.514,1.088,37.29,0.567,187.285,2.849,0.059,3.901,2731.347,0.421,0.853,0.781,0.2,1.66,2.323,1.355,2.464,0.929,1.475,-0.438,2.603,1.052,0.582,1.141,0.232,1.519,0.896,1.366,0.003,0.016,0.021,0.002,413.097,351.154,126.322,39.935
France,2020,FRA,65905273,2.43859E+12,6.197,0.094,281.515,-34.805,-11.003,279.464,-48.179,-14.705,4.24,0.115,0.114,4.272,0.115,0.115,23.854,0.362,398.958,6.054,0.164,700.467,38910.574,34713.934,19084.66,170.354,3583.876,-3875.836,15233.441,137.775,37087.555,1.002,2.136,0.032,80.065,1.215,4.766,5.52,-2.052,-0.031,68.697,1.042,36.383,0.552,165.543,2.512,0.056,3.719,2444.265,0.382,0.801,0.704,0.167,1.613,2.292,1.345,2.422,0.92,1.462,-0.436,2.583,1.047,0.534,1.065,-0.045,1.514,0.898,1.354,0.003,0.017,0.021,0.002,363.796,314.11,117.442,41.718
French Polynesia,2019,PYF,279040,,0,0,0.89,0.011,1.25,,,,,,,3.191,,0.257,,,,,,0,30.627,,,0,,,30.627,,12399.256,,0,0,,,,,,,,,,,0.89,3.191,,,3.46,0,0.002,,,0,0.002,,,0,,,0.005,,0,,,0.007,,0.001,,0,0,,,,,
French Polynesia,2020,PYF,279218,,0,0,0.832,-0.059,-6.584,,,,,,,2.979,,0.258,,,,,,0,31.459,,,0,,,31.459,,11561.682,,0,0,,,,,,,,,,,0.832,2.979,,,3.228,0,0.002,,,0,0.002,,,0,,,0.005,,0,,,0.008,,0.001,,0,0,,,,,
Gabon,2019,GAB,2267711,35180839675,0.209,0.092,5.607,0.044,0.789,11.633,-1.109,-8.707,5.13,0.331,0.765,2.473,0.159,0.369,,,,,,3.629,279.401,1007.892,,159.656,18.641,1049.861,97.467,,6705.384,0.432,2.74,1.208,0.862,0.38,8.415,11.248,6.026,2.657,13.38,5.9,0.661,0.291,1.797,0.792,,,15.206,0.013,0.015,0.028,,0.009,0.017,0.04,,0.881,0.008,0.119,0.017,,0.634,0.011,0.123,0.015,,0.079,0.001,0.001,0.001,0,25.507,19.082,,
Gabon,2020,GAB,2322538,34525072669,0.205,0.088,5.636,0.029,0.514,12.85,1.217,10.463,5.533,0.372,0.803,2.427,0.163,0.352,,,,,,3.834,285.037,1020.742,,162.416,19.572,1057.075,99.207,,6889.859,0.463,2.76,1.188,0.931,0.401,8.172,11.302,7.214,3.106,13.215,5.69,0.598,0.258,1.74,0.749,,,16.002,0.013,0.016,0.032,,0.009,0.017,0.04,,0.877,0.008,0.119,0.017,,0.69,0.012,0.16,0.016,,0.078,0.001,0.001,0.001,0,26.249,18.981,,
Gambia,2019,GMB,2456847,4192588256,0,0,0.711,0.062,9.605,1.077,0.042,4.047,0.438,0.257,0.545,0.289,0.17,0.36,,,,,,0,13.868,68.438,,0,,89.89,13.868,,804.548,0.471,0,0,,,0.527,1.222,0.366,0.149,1.401,0.57,0.309,0.126,0.711,0.289,,,1.977,0,0.002,0.003,,0,0.001,0.003,,0,,0.01,0.002,,0,,0.007,0.006,,0.006,0,0,0,0,3.003,1.295,,
Gambia,2020,GMB,2515744,4217390293,0,0,0.7,-0.011,-1.546,1.136,0.059,5.461,0.451,0.269,0.638,0.278,0.166,0.393,,,,,,0,14.568,69.573,,0,,90.326,14.568,,707.116,0.422,0,0,,,0.516,1.214,0.436,0.173,1.384,0.55,0.318,0.126,0.7,0.278,,,1.779,0,0.002,0.003,,0,0.001,0.003,,0,,0.01,0.002,,0,,0.01,0.006,,0.006,0,0,0,0,3.054,1.298,,
Georgia,2019,GEO,3796722,62188716739,0.661,0.174,10.517,0.629,6.359,1.164,1.473,-476.85,0.307,0.019,0.019,2.77,0.169,0.176,0.975,0.257,13.991,3.685,0.225,20.668,605.55,213.302,82.567,2.791,242.583,-340.641,256.942,,15727.646,0.96,0,0,5.304,1.397,3.521,2.44,-9.353,-2.463,3.086,0.813,1.687,0.444,3.577,0.942,,,59.714,0.041,0.028,0.003,0.007,0.049,0.036,0.008,0.011,0.015,0.102,-0.039,0.044,,0,0.07,-0.191,0.029,,0.032,0,0,0,0,9.264,13.367,3.474,33.033
Georgia,2020,GEO,3795680,57984758412,0.73,0.192,10.378,-0.139,-1.323,2.693,1.529,131.313,0.71,0.046,0.047,2.734,0.179,0.182,0.861,0.227,14.218,3.746,0.245,21.397,615.928,215.995,83.428,2.795,247.906,-348.326,260.401,,14982.388,0.981,0.005,0.001,5.324,1.403,3.476,2.635,-7.685,-2.025,3.078,0.811,1.685,0.444,3.459,0.911,,,56.868,0.045,0.03,0.007,0.006,0.049,0.036,0.008,0.011,0.015,0.101,-0.039,0.044,,0.001,0.071,-0.17,0.032,,0.031,0,0,0,0,10.002,13.193,3.84,37.001
Germany,2019,DEU,83559184,3.88639E+12,13.287,0.159,708.649,-50.122,-6.606,702.594,-50.733,-6.735,8.408,0.181,0.187,8.481,0.182,0.189,240.114,2.874,846.402,10.129,0.218,1180.015,91976.57,91771.484,64213.594,89.953,6845.943,34.425,19367.496,279.572,44922.695,0.966,2.037,0.024,172.762,2.068,8.962,9.67,-6.055,-0.072,63.043,0.754,37.338,0.447,271.933,3.254,0.102,8.516,3753.704,0.822,1.911,1.674,1.633,2.822,5.531,3.61,8.299,0.497,2.881,0.004,3.346,2.194,0.471,2.281,-0.124,2.206,1.955,3.069,0.004,0.042,0.048,0.002,808.001,748.862,137.753,19.439
Germany,2020,DEU,83628711,3.74272E+12,13.357,0.16,647.177,-61.472,-8.675,642.342,-60.251,-8.576,7.681,0.172,0.184,7.739,0.173,0.185,198.53,2.374,777.624,9.299,0.208,1193.373,92623.75,92413.828,64412.121,91.775,7016.906,29.591,19621.961,287.612,41838.684,0.935,1.821,0.022,170.963,2.044,8.201,8.894,-4.834,-0.058,61.045,0.73,36.143,0.432,254.465,3.043,0.096,8.039,3498.915,0.822,1.841,1.619,1.392,2.747,5.455,3.58,8.174,0.496,2.863,0.003,3.327,2.186,0.455,2.273,-0.107,2.328,1.942,3.04,0.004,0.042,0.048,0.002,743.816,685.843,130.447,20.156
Ghana,2019,GHA,31258943,1.3305E+11,0.033,0.001,16.415,1.226,8.068,36.255,4.13,12.857,1.16,0.272,0.453,0.525,0.123,0.205,,,21.861,0.699,0.164,0.198,324.913,2519.511,,2.483,18.794,3760.727,299.275,,2559.024,0.601,0.261,0.008,4.104,0.131,0.978,1.773,19.839,0.635,18.786,0.601,5.636,0.18,12.018,0.384,,,79.992,0.002,0.044,0.086,,0,0.02,0.099,,0.014,0.008,0.426,0.052,,0.06,0.054,0.406,0.098,,0.109,0.001,0.001,0.002,0,55.423,30.576,5.446,33.174
Ghana,2020,GHA,31887802,1.33734E+11,0.037,0.001,19.164,2.749,16.746,35.26,-0.994,-2.742,1.106,0.264,0.374,0.601,0.143,0.204,,,23.964,0.752,0.179,0.235,344.077,2554.772,,3.147,25.002,3776.823,311.529,,2952.874,0.704,0.664,0.021,6.208,0.195,1.05,1.7,16.096,0.505,19.632,0.616,6.45,0.202,12.255,0.384,,,94.161,0.002,0.055,0.089,,0.001,0.02,0.099,,0.017,0.01,0.425,0.053,,0.166,0.083,0.356,0.112,,0.11,0.001,0.001,0.002,0,54.212,33.486,4.8,25.045
Greece,2019,GRC,10718581,2.52514E+11,3.36,0.313,65.736,-6.042,-8.417,41.532,-28.794,-40.944,3.875,0.164,0.131,6.133,0.26,0.207,17.879,1.668,75.314,7.026,0.298,276.64,4020.716,5109.969,1616.707,0.407,145.543,1465.052,1956.882,24.537,29564.295,1.255,0.009,0.001,9.998,0.933,6.959,6.545,-24.205,-2.258,11.791,1.1,4.404,0.411,33.915,3.164,0.054,0.575,316.887,0.208,0.177,0.099,0.122,0.662,0.242,0.201,0.209,0.002,0.061,0.166,0.338,0.193,0.002,0.132,-0.495,0.275,0.132,0.188,0.001,0.002,0.003,0,70.149,74.588,9.578,14.57
Greece,2020,GRC,10699370,2.29778E+11,2.978,0.278,55.577,-10.159,-15.455,36.835,-4.696,-11.308,3.443,0.16,0.133,5.194,0.242,0.201,10.147,0.948,68.584,6.41,0.298,279.617,4076.292,5146.804,1626.854,0.412,156.586,1446.31,1987.891,24.932,25885.273,1.205,0.005,0,11.043,1.032,5.936,5.784,-18.742,-1.752,11.023,1.03,4.328,0.405,31.009,2.898,0.037,0.395,276.956,0.183,0.158,0.093,0.071,0.644,0.24,0.199,0.206,0.002,0.064,0.163,0.337,0.19,0.001,0.147,-0.415,0.284,0.095,0.186,0.001,0.002,0.003,0,61.884,63.513,13.007,23.403
Greenland,2019,GRL,56109,,0,0,0.526,0.002,0.456,,,,,,,9.377,,0.195,,,,,,0,32.283,,,0,,,30.108,,48099.559,,0,0,,,,,,,,,,,0.526,9.377,,,2.699,0,0.001,,,0,0.002,,,0,,,0.005,,0,,,0.004,,0.001,,0,0,,,,,
Greenland,2020,GRL,56105,,0,0,0.55,0.023,4.444,,,,,,,9.794,,0.212,,,,,,0,32.833,,,0,,,30.658,,46130.312,,0,0,,,,,,,,,,,0.55,9.794,,,2.588,0,0.002,,,0,0.002,,,0,,,0.005,,0,,,0.005,,0.001,,0,0,,,,,
Grenada,2019,GRD,115995,,0,0,0.333,0.026,8.333,0.233,0.045,24.062,2.005,,0.152,2.874,,0.217,,,,,,0,7.966,4.91,,0,,-1.379,7.966,,13225.631,,0,0,,,3.218,3.02,-0.101,-0.87,0.047,0.402,0.011,0.092,0.333,2.874,,,1.534,0,0.001,0.001,,0,0,0,,0,,0,0.001,,0,,-0.002,0.003,,0,0,0,0,0,0.35,0.373,,
Grenada,2020,GRD,116353,,0,0,0.289,-0.044,-13.187,0.186,-0.047,-20.009,1.599,,0.141,2.488,,0.219,,,,,,0,8.255,5.096,,0,,-1.482,8.255,,11376.105,,0,0,,,2.83,2.638,-0.103,-0.889,0.047,0.405,0.01,0.088,0.289,2.488,,,1.324,0,0.001,0,,0,0,0,,0,,0,0.001,,0,,-0.002,0.003,,0,0,0,0,0,0.307,0.329,,
Guatemala,2019,GTM,17103803,1.32535E+11,1.072,0.063,19.259,0.92,5.019,52.107,1.903,3.79,3.047,0.393,0.574,1.126,0.145,0.212,4.51,0.264,24.607,1.439,0.186,28.972,420.095,4274.234,42.547,0.62,,4017.526,347.516,,5303.489,0.684,0.116,0.007,,,1.781,4.077,32.848,1.921,16.741,0.979,4.975,0.291,13.56,0.793,,,90.71,0.066,0.052,0.124,0.031,0.069,0.025,0.168,0.005,0.003,,0.455,0.06,,0.027,,0.672,0.11,,0.182,0.001,0.002,0.003,0,69.737,30.456,5.348,27.771
Guatemala,2020,GTM,17357331,1.30197E+11,1.244,0.072,17.157,-2.102,-10.914,46.219,-5.888,-11.301,2.663,0.355,0.513,0.988,0.132,0.19,2.913,0.168,21.947,1.264,0.169,30.216,437.252,4320.453,45.46,0.734,,4046.588,360.402,,5189.629,0.692,0.113,0.007,,,1.64,3.565,29.062,1.674,17.113,0.986,5.158,0.297,12.886,0.742,,,90.078,0.077,0.049,0.116,0.02,0.07,0.026,0.167,0.006,0.004,,0.456,0.061,,0.028,,0.643,0.118,,0.181,0.001,0.002,0.003,0,61.879,28.465,4.79,27.92
